주소,면적,금액,월세,타입,위도 ,경도
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명14로,25.53,500,60,단독다가구(전월세),36.6213379,127.3120193
충청북도 청주시 흥덕구 가경동 2순환로,24,200,30,단독다가구(전월세),36.6202813,127.4342385
충청북도 청주시 흥덕구 가경동 서현서로29번길,40,300,45,단독다가구(전월세),36.6187025,127.4264507
충청북도 청주시 흥덕구 복대동 대신로67번길,25,500,60,단독다가구(전월세),36.6389834,127.4340648
충청북도 청주시 흥덕구 봉명동 1순환로608번길,40,500,60,단독다가구(전월세),36.6388426,127.4581344
충청북도 청주시 흥덕구 봉명동 직지대로667번길,25,2000,25,단독다가구(전월세),36.6442722,127.4668106
충청북도 청주시 흥덕구 봉명동 직지대로667번길,30,200,35,단독다가구(전월세),36.6442722,127.4668106
충청북도 청주시 흥덕구 봉명동 봉명로205번길,30.1,300,30,단독다가구(전월세),36.6411689,127.4642509
충청북도 청주시 흥덕구 가경동 서현서로 40,84.962,42000,0,아파트(매매),36.6214114,127.426509
충청북도 청주시 흥덕구 복대동 대농로 55,80.499,59000,0,아파트(매매),36.6430295,127.4291934
충청북도 청주시 흥덕구 가경동 서현로 62,84.99,63000,0,아파트(매매),36.6167827,127.4286454
충청북도 청주시 흥덕구 비하동 가로수로1131번길 12,84.986,39300,0,아파트(매매),36.6272169,127.4230285
충청북도 청주시 흥덕구 복대동 죽천로 27,59.8948,38400,0,아파트(매매),36.6392636,127.425751
충청북도 청주시 흥덕구 가경동 서현로 66,84.69,57500,0,아파트(매매),36.6175655,127.4310765
충청북도 청주시 흥덕구 가경동 가경로 61,117.42,27700,0,아파트(매매),36.6207782,127.4404431
충청북도 청주시 흥덕구 옥산면 가락리 가락길 60,59.9318,2000,70,아파트(전월세),36.6724167,127.3813497
충청북도 청주시 흥덕구 오송읍 연제리 연제만수길 17,84.9922,24000,0,아파트(전월세),36.6266037,127.3265688
충청북도 청주시 흥덕구 신봉동 1순환로513번길 33,59.94,11000,0,아파트(전월세),36.6458647,127.4677852
충청북도 청주시 흥덕구 신봉동 1순환로 451,54.63,5900,0,아파트(전월세),36.6507127,127.4699711
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명14로 217,150.6402,38000,0,아파트(전월세),36.6213379,127.3120193
충청북도 청주시 흥덕구 복대동 대농로 55,80.135,40000,0,아파트(전월세),36.6430295,127.4291934
충청북도 청주시 흥덕구 강내면 탑연리 태성탑연로 391-34,31.64,300,30,아파트(전월세),36.6187795,127.3539779
충청북도 청주시 흥덕구 운천동 사운로 283,39.69,4000,0,아파트(전월세),36.6486785,127.4747846
충청북도 청주시 흥덕구 복대동 진재로 141,33.45,11850,0,오피스텔(매매),36.6436415,127.4310697
충청북도 청주시 흥덕구 복대동 진재로 141,48.35,19000,0,오피스텔(전월세),36.6436415,127.4310697
충청북도 청주시 상당구 용정동 중고개로220번길,40,500,35,단독다가구(전월세),36.623942,127.5133094
충청북도 청주시 상당구 용정동 영운천로187번길,33,200,33,단독다가구(전월세),36.6252499,127.5156939
충청북도 청주시 상당구 탑동 용담로 50,65.971,32900,0,아파트(매매),36.6331952,127.4984246
충청북도 청주시 상당구 용암동 중고개로142번길 20,84.9687,50000,0,아파트(매매),36.6177681,127.5209221
충청북도 청주시 상당구 용암동 무농정로 103,59.94,12100,0,아파트(매매),36.6112061,127.5118601
충청북도 청주시 상당구 방서동 단재로 316,73.5823,40000,0,아파트(매매),36.6012676,127.501046
충청북도 청주시 상당구 금천동 꽃산동로 40,59.85,5550,0,아파트(매매),36.623122,127.5076021
충청북도 청주시 상당구 용암동 원봉로 52,49.8,1000,50,아파트(전월세),36.6146965,127.5098293
충청북도 청주시 상당구 용암동 호미로 137,37.78,4231,11,아파트(전월세),36.6214102,127.5192939
충청북도 청주시 상당구 용암동 호미로 137,37.78,3756,9,아파트(전월세),36.6214102,127.5192939
충청북도 청주시 상당구 용암동 호미로 137,26.58,2197,9,아파트(전월세),36.6214102,127.5192939
충청북도 청주시 상당구 금천동 꽃산동로 4-20,71.0515,15300,0,연립다세대(매매),36.6264884,127.5084287
충청북도 청주시 상당구 금천동 영운천로91번길 72,49.14,4000,0,연립다세대(매매),36.6224894,127.505568
충청북도 청주시 서원구 사창동 1순환로633번길,20,5000,0,단독다가구(전월세),36.6380143,127.4610649
충청북도 청주시 서원구 죽림동 대림로421번가길,171.26,25000,0,단독다가구(전월세),36.6085503,127.4382422
충청북도 청주시 서원구 분평동,26.44,200,34,단독다가구(전월세),36.5980141,127.4866597
충청북도 청주시 서원구 분평동 월평로 25,49.81,10000,0,아파트(매매),36.6119488,127.4879026
충청북도 청주시 서원구 분평동 1순환로1137번길 80,49.77,11400,0,아파트(매매),36.6098375,127.4941707
충청북도 청주시 서원구 분평동 매봉로 26-1,134.7217,41000,0,아파트(매매),36.6123615,127.4788511
충청북도 청주시 서원구 개신동 창직로12번길 65,84.96,17100,0,아파트(매매),36.6282925,127.4647481
충청북도 청주시 서원구 개신동 신율로 13,84.7858,29000,0,아파트(매매),36.6194207,127.4470454
충청북도 청주시 서원구 개신동 창직로12번길 65,84.96,17100,0,아파트(매매),36.6282925,127.4647481
충청북도 청주시 서원구 분평동 1순환로1137번길 80,39.69,8930,0,아파트(매매),36.6098375,127.4941707
충청북도 청주시 서원구 모충동 쌍샘로 22,59.76,28400,0,아파트(매매),36.6276735,127.4803989
충청북도 청주시 서원구 모충동 구룡산로405번길 54,57.29,4300,0,아파트(매매),36.620524,127.4899588
충청북도 청주시 서원구 모충동 모충로 61,39.3,8000,0,아파트(전월세),36.6278576,127.4699229
충청북도 청주시 서원구 분평동 1순환로1137번길 129,59.71,13000,0,아파트(전월세),36.6120152,127.4913332
충청북도 청주시 서원구 분평동 안뜸로12번길 13,34.8899,500,45,아파트(전월세),36.6116953,127.4791994
충청북도 청주시 서원구 수곡동 매봉로60번길 18,29.16,1000,35,아파트(전월세),36.6152446,127.4788773
충청북도 청주시 서원구 수곡동 수곡로 88,138.81,2000,100,아파트(전월세),36.6197862,127.4722191
충청북도 청주시 서원구 산남동 원흥로 14,59.9364,18900,0,아파트(전월세),36.6081334,127.4729475
충청북도 청주시 서원구 모충동 쌍샘로 81,38.52,500,40,아파트(전월세),36.6264234,127.4743807
충청북도 청주시 서원구 사창동 1순환로 689,60.03,7500,0,아파트(전월세),36.6322818,127.4614904
충청북도 청주시 서원구 개신동 복대로17번길 23,23.18,300,30,아파트(전월세),36.6181734,127.4452302
충청북도 청주시 청원구 율량동 율량로201번길,39.39,500,60,단독다가구(전월세),36.664887,127.5003308
충청북도 청주시 청원구 오창읍 양청리 양청택지로,40,6500,0,단독다가구(전월세),36.7188273,127.42097
충청북도 청주시 청원구 율량동 사뜸로 62,59.86,11700,0,아파트(매매),36.6677389,127.481623
충청북도 청주시 청원구 오창읍 양청리 중부로 760,84.9241,40000,0,아파트(매매),36.7101176,127.4363397
충청북도 청주시 청원구 오창읍 각리 오창중앙로 27,84.9796,27200,0,아파트(매매),36.7071938,127.4262605
충청북도 청주시 청원구 내수읍 은곡리 은곡묵방길 28,38.61,2900,0,아파트(매매),36.709938,127.5252976
충청북도 청주시 청원구 내덕동 안덕벌로69번길 50,30.31,300,40,아파트(전월세),36.6607461,127.4943571
충청북도 청주시 청원구 오창읍 주성리 2산단4로 60,57.7554,12357,0,아파트(전월세),36.7372588,127.4508094
충청북도 청주시 청원구 오창읍 주성리 2산단로 151,82.8216,16542,0,아파트(전월세),36.7354987,127.4511016
충청북도 청주시 청원구 율량동 율봉로201번길 34,32.76,500,40,아파트(전월세),36.6699772,127.4922574
충청북도 청주시 청원구 오창읍 각리 오창중앙로 13,59.86,1000,90,아파트(전월세),36.7092415,127.4284834
충청북도 청주시 청원구 오창읍 각리 오창중앙로 83,84.8307,2000,100,아파트(전월세),36.7061317,127.4197658
충청북도 청주시 청원구 오창읍 주성리 2산단로 125,57.7554,12567,0,아파트(전월세),36.7341863,127.4497485
충청북도 청주시 청원구 오창읍 주성리 2산단로 125,57.7554,5682,29,아파트(전월세),36.7341863,127.4497485
충청북도 청주시 청원구 오창읍 주성리 2산단4로 20,82.8216,16542,0,아파트(전월세),36.7352692,127.448001
충청북도 청주시 청원구 오창읍 주성리 2산단4로 60,57.7554,5587,28,아파트(전월세),36.7372588,127.4508094
충청북도 청주시 흥덕구 오송읍 봉산리 봉산2길,29.02,500,54,단독다가구(전월세),36.6210924,127.3189883
충청북도 청주시 흥덕구 복대동 풍산로133번길,54.3,1000,70,단독다가구(전월세),36.6305452,127.4448949
충청북도 청주시 흥덕구 복대동 신율로180번길,25,200,29,단독다가구(전월세),36.6328217,127.4492348
충청북도 청주시 흥덕구 복대동 풍산로118번길,58.14,3500,20,단독다가구(전월세),36.6283552,127.4428449
충청북도 청주시 흥덕구 복대동 진재로55번길,90,500,75,단독다가구(전월세),36.6360259,127.4274114
충청북도 청주시 흥덕구 봉명동 덕암로,21,500,60,단독다가구(전월세),36.6519308,127.4599297
충청북도 청주시 흥덕구 비하동 비하로56번길,26.4,2000,40,단독다가구(전월세),36.6320129,127.4250564
충청북도 청주시 흥덕구 봉명동 덕암로108번길,34,1000,70,단독다가구(전월세),36.6507378,127.4600774
충청북도 청주시 흥덕구 봉명동 덕암로107번길,25,300,33,단독다가구(전월세),36.650422,127.4642827
충청북도 청주시 흥덕구 복대동 성봉로271번길,19.38,200,30,단독다가구(전월세),36.6292894,127.4492551
충청북도 청주시 흥덕구 가경동 장구봉로41번길,30.12,500,45,단독다가구(전월세),36.6226519,127.4384463
충청북도 청주시 흥덕구 봉명동 덕암로30번길 19,84.81,22000,0,아파트(매매),36.6521297,127.4579147
충청북도 청주시 흥덕구 봉명동 월명로 114,59.67,10300,0,아파트(매매),36.644475,127.4542792
충청북도 청주시 흥덕구 가경동 서현로 62,84.97,64800,0,아파트(매매),36.6167827,127.4286454
충청북도 청주시 흥덕구 가경동 서현서로 40,84.965,39000,0,아파트(매매),36.6214114,127.426509
충청북도 청주시 흥덕구 송절동 송화로214번길 29,84.9967,45000,0,아파트(매매),36.6681232,127.4589082
충청북도 청주시 흥덕구 가경동 서현로 30,84.839,58000,0,아파트(매매),36.6154888,127.4267978
충청북도 청주시 흥덕구 강서동 가로수로1154번길 56-2,26.46,3100,0,아파트(매매),36.6242816,127.4248325
충청북도 청주시 흥덕구 복대동 대농로 17,124.816,90000,0,아파트(매매),36.6438269,127.4251878
충청북도 청주시 흥덕구 송절동 송화로214번길 7,84.995,51800,0,아파트(매매),36.6694702,127.4576636
충청북도 청주시 흥덕구 운천동 사운로 278,30.42,5800,0,아파트(매매),36.6486785,127.4747846
충청북도 청주시 흥덕구 복대동 대신로74번길 21,84.627,39000,0,아파트(매매),36.6408751,127.4363435
충청북도 청주시 흥덕구 복대동 대농로 17,99.126,75000,0,아파트(매매),36.6438269,127.4251878
충청북도 청주시 흥덕구 비하동 2순환로 1106,74.3861,45000,0,아파트(매매),36.6343609,127.4200832
충청북도 청주시 흥덕구 강서동 2순환로 1222,18.28,6500,0,아파트(매매),36.6176842,127.4208609
충청북도 청주시 흥덕구 옥산면 가락리 오송가락로 1056,84.988,33000,0,아파트(매매),36.670489,127.3840508
충청북도 청주시 흥덕구 복대동 장구봉로101번길 45,84.89,4000,50,아파트(전월세),36.6260158,127.4427807
충청북도 청주시 흥덕구 복대동 대농로 55,80.499,40950,0,아파트(전월세),36.6430295,127.4291934
충청북도 청주시 흥덕구 가경동 서현로 66,72.53,40000,0,아파트(전월세),36.6175655,127.4310765
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명14로 217,150.6402,41000,0,아파트(전월세),36.6213379,127.3120193
충청북도 청주시 흥덕구 가경동 경신로 9,51.49,2728,13,아파트(전월세),36.6203465,127.4430771
충청북도 청주시 흥덕구 옥산면 가락리 가락길 60,59.9318,1000,75,아파트(전월세),36.6724167,127.3813497
충청북도 청주시 흥덕구 오송읍 만수리 오송가락로 235,51.93,2634,21,아파트(전월세),36.6281339,127.3314433
충청북도 청주시 흥덕구 옥산면 오산리 오송가락로 760,31.05,200,30,아파트(전월세),36.6636839,127.3704497
충청북도 청주시 흥덕구 오송읍 봉산리 오송생명7로 151,59.98,2000,100,아파트(전월세),36.6223386,127.3184637
충청북도 청주시 흥덕구 강서동 가로수로1164번길 41-33,27.63,1000,60,아파트(전월세),36.6265,127.4281104
충청북도 청주시 흥덕구 복대동 장구봉로101번길 45,84.89,4000,50,아파트(전월세),36.6260158,127.4427807
충청북도 청주시 흥덕구 비하동 2순환로1050번길 39,59.9,12300,0,아파트(전월세),36.639854,127.4193688
충청북도 청주시 흥덕구 복대동 대농로 55,80.002,3000,190,아파트(전월세),36.6430295,127.4291934
충청북도 청주시 흥덕구 봉명동 직지대로581번길 33-12,53.85,500,40,아파트(전월세),36.6460097,127.4565972
충청북도 청주시 흥덕구 비하동 청향로5번길 18,45.72,200,55,연립다세대(전월세),36.6370284,127.4221772
충청북도 청주시 흥덕구 오송읍 만수리 오송생명5로 275,30.765,5270,0,오피스텔(매매),36.6234169,127.3251291
충청북도 청주시 흥덕구 강서동 가로수로1164번길 41-33,20.47,300,38,오피스텔(전월세),36.6265,127.4281104
충청북도 청주시 흥덕구 강서동 2순환로 1228,23.43,500,50,오피스텔(전월세),36.627075,127.426675
충청북도 청주시 흥덕구 강서동 가로수로1164번길 41-33,37.61,8900,0,오피스텔(전월세),36.6265,127.4281104
충청북도 청주시 상당구 용암동 월평로150번길,27,300,30,단독다가구(전월세),36.6099826,127.5011194
충청북도 청주시 상당구 용암동 월평로214번길,52.68,300,38,단독다가구(전월세),36.6076935,127.5065566
충청북도 청주시 상당구 용암동 용암북로168번길,23.1,200,35,단독다가구(전월세),36.62218,127.5162827
충청북도 청주시 상당구 용암동 월평로218번길,111.98,10000,0,단독다가구(전월세),36.6071072,127.5060301
충청북도 청주시 상당구 수동 수동로,55,6000,0,단독다가구(전월세),36.6460045,127.4939112
충청북도 청주시 상당구 영운동 수영로 136,53.34,5000,0,아파트(매매),36.6165991,127.5005068
충청북도 청주시 상당구 용암동 중고개로 56,77.8325,39000,0,아파트(매매),36.6246168,127.5102407
충청북도 청주시 상당구 용암동 중흥로 148,59.4045,17000,0,아파트(매매),36.6166972,127.5117754
충청북도 청주시 상당구 방서동 동남로 15,84.9687,41500,0,아파트(매매),36.6029748,127.508471
충청북도 청주시 상당구 금천동 호미로233번길 74,84.9767,18500,0,아파트(매매),36.6271982,127.5101122
충청북도 청주시 상당구 금천동 수영로 328,84.8943,23500,0,아파트(매매),36.632051,127.5089878
충청북도 청주시 상당구 금천동 중고개로337번길 23,127.22,11000,0,아파트(전월세),36.6287505,127.5029504
충청북도 청주시 상당구 용암동 무심동로 86,84.78,18000,0,아파트(전월세),36.6138526,127.4980663
충청북도 청주시 상당구 용암동 호미로 137,46.83,4106,20,아파트(전월세),36.6214102,127.5192939
충청북도 청주시 상당구 용암동 원봉로 52,49.8,8800,0,아파트(전월세),36.6146965,127.5098293
충청북도 청주시 상당구 금천동 꽃산서로8번길 16,61.83,1000,40,아파트(전월세),36.6248719,127.5057128
충청북도 청주시 상당구 금천동 꽃산동로 41,84.9,12000,0,아파트(전월세),36.6223505,127.5090102
충청북도 청주시 상당구 금천동 꽃산동로 41,84.9,12000,0,아파트(전월세),36.6223505,127.5090102
충청북도 청주시 상당구 용암동 호미로 137,26.58,1823,7,아파트(전월세),36.6214102,127.5192939
충청북도 청주시 서원구 사창동 사직대로175번길,29.97,500,40,단독다가구(전월세),36.6366534,127.4668292
충청북도 청주시 서원구 수곡동 수곡로114번길,39.98,100,27,단독다가구(전월세),36.6214269,127.4696912
충청북도 청주시 서원구 수곡동 청남로2074번길,56.9,0,20,단독다가구(전월세),36.6171471,127.4895803
충청북도 청주시 서원구 사직동 남사로 14,22.2,2900,0,아파트(매매),36.6297998,127.4782683
충청북도 청주시 서원구 분평동 1순환로1137번길 79,137.504,33500,0,아파트(매매),36.6098701,127.4913384
충청북도 청주시 서원구 분평동 1순환로1137번길 130,59.99,14800,0,아파트(매매),36.6126277,127.4941736
충청북도 청주시 서원구 죽림동 대림로 493,51.74,15400,0,아파트(매매),36.6140977,127.4436978
충청북도 청주시 서원구 개신동 경신로 67,49.93,14600,0,아파트(매매),36.6225849,127.4484175
충청북도 청주시 서원구 모충동 구룡산로389번길 79,30.78,3850,0,아파트(매매),36.621953,127.4885882
충청북도 청주시 서원구 모충동 남들로35번길 61,49.59,8500,0,아파트(매매),36.6213749,127.4808332
충청북도 청주시 서원구 성화동 구룡산로 24,84.8572,33000,0,아파트(매매),36.6140849,127.4480118
충청북도 청주시 서원구 산남동 두꺼비로 109,59.8886,19500,0,아파트(매매),36.6140267,127.4633481
충청북도 청주시 서원구 남이면 척북리 저산척북로 636-10,59.86,4000,10,아파트(전월세),36.573052,127.4245928
충청북도 청주시 서원구 사직동 창직로 50,84.4,13636,18,아파트(전월세),36.6296746,127.4668128
충청북도 청주시 서원구 모충동 쌍샘로 22,84.88,30000,0,아파트(전월세),36.6276735,127.4803989
충청북도 청주시 서원구 사직동 창직로 50,84.4,13636,18,아파트(전월세),36.6296746,127.4668128
충청북도 청주시 서원구 사직동 창직로 50,84.4,19481,0,아파트(전월세),36.6296746,127.4668128
충청북도 청주시 서원구 수곡동 수곡로 36,59.76,13000,0,아파트(전월세),36.6156758,127.4749723
충청북도 청주시 서원구 수곡동 매봉로 82,49.94,8400,0,아파트(전월세),36.6177524,127.4791203
충청북도 청주시 청원구 주중동 율량로10번길,40,300,48,단독다가구(전월세),36.6730011,127.4885512
충청북도 청주시 청원구 율량동 율봉로222번길,30.31,300,30,단독다가구(전월세),36.6667217,127.4928874
충청북도 청주시 청원구 율량동 율봉로,59.5,1000,70,단독다가구(전월세),36.6657272,127.4859703
충청북도 청주시 청원구 내덕동 안덕벌로,23.14,300,36,단독다가구(전월세),36.6577541,127.4957738
충청북도 청주시 청원구 율량동 율봉로222번길,51.2,1000,55,단독다가구(전월세),36.6667217,127.4928874
충청북도 청주시 청원구 오창읍 양청리 양청택지1길,25,200,50,단독다가구(전월세),36.7184069,127.4210228
충청북도 청주시 청원구 오창읍 양청리 양청택지1길,25,200,50,단독다가구(전월세),36.7184069,127.4210228
충청북도 청주시 청원구 오창읍 양청리 양청택지1길,30,200,46,단독다가구(전월세),36.7184069,127.4210228
충청북도 청주시 청원구 오창읍 양청리 양청길,30,200,50,단독다가구(전월세),36.7181131,127.4251107
충청북도 청주시 청원구 오창읍 양청리 양청택지1길,25,200,50,단독다가구(전월세),36.7184069,127.4210228
충청북도 청주시 청원구 오창읍 양청리 양청택지로,25,200,35,단독다가구(전월세),36.7188273,127.42097
충청북도 청주시 청원구 오창읍 양청리 양청택지1길,30,200,45,단독다가구(전월세),36.7184069,127.4210228
충청북도 청주시 청원구 오창읍 구룡리 구룡2길,25,200,50,단독다가구(전월세),36.7111939,127.4126339
충청북도 청주시 청원구 우암동 우암로54번길,26,300,32,단독다가구(전월세),36.6528717,127.4859789
