"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 흥덕구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"935","충청북도 청주시 흥덕구 오송읍 연제리","7**","12m미만","31.00","월세","202508","26","300","50","2011","연제길","202508~202608","신규","-","","","단독다가구"
"936","충청북도 청주시 흥덕구 봉명동","2***","12m미만","30.00","월세","202508","25","200","39","2010","덕암로71번길","202508~202608","신규","-","","","단독다가구"
"937","충청북도 청주시 흥덕구 봉명동","1**","8m미만","30.00","월세","202508","25","300","41","2015","1순환로570번길","202508~202608","신규","-","","","단독다가구"
"938","충청북도 청주시 흥덕구 봉명동","1**","12m미만","30.00","월세","202508","25","200","45","2009","봉명로113번길","202508~202608","신규","-","","","단독다가구"
"939","충청북도 청주시 흥덕구 봉명동","2***","12m미만","30.00","월세","202508","25","300","40","2009","덕암로35번길","202508~202608","신규","-","","","단독다가구"
"940","충청북도 청주시 흥덕구 봉명동","2**","8m미만","201.63","월세","202508","25","50","20","1987","월명로34번길","202508~202608","신규","-","","","단독다가구"
"941","충청북도 청주시 흥덕구 봉명동","2***","12m미만","30.00","월세","202508","25","200","35","2012","덕암로97번길","202508~202608","신규","-","","","단독다가구"
"942","충청북도 청주시 흥덕구 봉명동","1***","8m미만","60.00","월세","202508","25","500","65","1988","주현로33번길","202508~202608","신규","-","","","단독다가구"
"943","충청북도 청주시 흥덕구 봉명동","8**","8m미만","56.00","월세","202508","25","300","55","1988","봉명로233번길","202508~202608","신규","-","","","단독다가구"
"944","충청북도 청주시 흥덕구 봉명동","2***","12m미만","30.00","월세","202508","25","100","35","2007","덕암로71번길","202508~202608","신규","-","","","단독다가구"
"945","충청북도 청주시 흥덕구 송절동","6**","12m미만","18.51","월세","202508","25","300","60","2023","송화로116번길","202509~202609","신규","-","","","단독다가구"
"946","충청북도 청주시 흥덕구 송절동","6**","25m미만","22.14","월세","202508","25","300","55","2022","송화로116번길","202509~202609","신규","-","","","단독다가구"
"947","충청북도 청주시 흥덕구 송절동","6**","12m미만","25.00","월세","202508","25","300","45","2019","송화로116번길","202508~202608","신규","-","","","단독다가구"
"948","충청북도 청주시 흥덕구 복대동","1***","8m미만","30.00","월세","202508","25","1,700","23","2016","내수동로34번길","202509~202609","신규","-","","","단독다가구"
"949","충청북도 청주시 흥덕구 복대동","1***","12m미만","30.20","월세","202508","25","300","47","2010","내수동로42번길","202508~202608","신규","-","","","단독다가구"
"950","충청북도 청주시 흥덕구 복대동","1***","25m미만","80.70","월세","202508","25","500","50","1990","풍산로","202509~202709","신규","-","","","단독다가구"
"951","충청북도 청주시 흥덕구 복대동","1**","8m미만","24.00","월세","202508","25","200","30","2011","신율로180번길","202508~202608","신규","-","","","단독다가구"
"952","충청북도 청주시 흥덕구 강내면 월탄리","9*","8m미만","33.00","월세","202508","25","500","67","2020","월탄1길","202508~202602","신규","-","","","단독다가구"
"953","충청북도 청주시 흥덕구 운천동","7**","12m미만","38.95","월세","202508","25","200","25","1988","사운로249번길","202509~202709","신규","-","","","단독다가구"
"954","충청북도 청주시 흥덕구 운천동","7**","12m미만","38.95","월세","202508","25","200","25","1988","사운로249번길","202509~202709","신규","-","","","단독다가구"
"955","충청북도 청주시 흥덕구 가경동","1***","12m미만","24.81","월세","202508","25","100","30","2000","풍년로85번길","202508~202608","신규","-","","","단독다가구"
"956","충청북도 청주시 흥덕구 오송읍 만수리","7**","12m미만","52.89","전세","202508","25","7,000","0","2010","만수길","202509~202709","갱신","-","7,000","0","단독다가구"
"957","충청북도 청주시 흥덕구 오송읍 만수리","6**","25m미만","29.75","월세","202508","25","300","30","2008","만수길","202509~202609","신규","-","","","단독다가구"
"958","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","20.00","월세","202508","25","2,000","44","2025","봉산3길","-","-","-","","","단독다가구"
"959","충청북도 청주시 흥덕구 오송읍 봉산리","9**","25m미만","48.79","월세","202508","25","1,000","70","2022","봉산3길","202508~202608","신규","-","","","단독다가구"
"960","충청북도 청주시 흥덕구 봉명동","2**","8m미만","66.00","월세","202508","25","50","20","","월명로34번길","202508~202608","신규","-","","","단독다가구"
"961","충청북도 청주시 흥덕구 오송읍 만수리","8**","12m미만","23.00","월세","202508","24","200","39","2010","만수1길","202508~202608","신규","-","","","단독다가구"
"962","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","33.84","월세","202508","24","500","52","2022","오송생명7로","202509~202609","신규","-","","","단독다가구"
"963","충청북도 청주시 흥덕구 복대동","2***","12m미만","23.00","월세","202508","24","300","45","2001","증안로22번길","202508~202608","신규","-","","","단독다가구"
"964","충청북도 청주시 흥덕구 가경동","1**","12m미만","23.14","전세","202508","24","3,000","0","2002","경산로53번길","202508~202708","신규","-","","","단독다가구"
"965","충청북도 청주시 흥덕구 봉명동","1***","12m미만","26.44","월세","202508","24","300","41","2019","주현로","202508~202608","신규","-","","","단독다가구"
"966","충청북도 청주시 흥덕구 봉명동","2***","25m미만","59.81","월세","202508","24","1,000","85","2021","월명로178번길","202508~202608","신규","-","","","단독다가구"
"967","충청북도 청주시 흥덕구 봉명동","8**","8m미만","20.00","월세","202508","23","300","40","2017","봉명로209번길","202508~202608","신규","-","","","단독다가구"
"968","충청북도 청주시 흥덕구 송절동","6**","12m미만","38.85","월세","202508","23","1,000","80","2021","송화로116번길","202508~202608","신규","-","","","단독다가구"
"969","충청북도 청주시 흥덕구 봉명동","2***","12m미만","25.00","월세","202508","23","500","50","2004","덕암로71번길","202508~202608","신규","-","","","단독다가구"
"970","충청북도 청주시 흥덕구 봉명동","1***","8m미만","90.25","월세","202508","23","700","50","1988","과상미로66번길","202509~202609","신규","-","","","단독다가구"
"971","충청북도 청주시 흥덕구 봉명동","2**","25m미만","25.00","월세","202508","23","500","60","2024","월명로60번길","202508~202608","신규","-","","","단독다가구"
"972","충청북도 청주시 흥덕구 오송읍 만수리","6**","12m미만","56.20","월세","202508","23","1,000","55","2010","만수길","202508~202608","신규","-","","","단독다가구"
"973","충청북도 청주시 흥덕구 오송읍 만수리","7**","12m미만","26.00","전세","202508","23","6,500","0","2010","만수길","202510~202601","갱신","-","6,500","0","단독다가구"
"974","충청북도 청주시 흥덕구 봉명동","9**","8m미만","56.34","월세","202508","23","300","38","","1순환로591번길","202508~202708","신규","-","","","단독다가구"
"975","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","20.00","월세","202508","23","500","51","2025","봉산3길","-","-","-","","","단독다가구"
"976","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","50.43","전세","202508","23","12,000","0","2021","봉산2길","202509~202708","신규","-","","","단독다가구"
"977","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","20.71","월세","202508","23","500","51","","봉산3길","202508~202608","신규","-","","","단독다가구"
"978","충청북도 청주시 흥덕구 복대동","2***","12m미만","25.00","월세","202508","23","200","32","2000","진재로9번길","202508~202608","신규","-","","","단독다가구"
"979","충청북도 청주시 흥덕구 복대동","2***","12m미만","26.28","월세","202508","23","200","38","2001","진재로31번길","202508~202608","신규","-","","","단독다가구"
"980","충청북도 청주시 흥덕구 복대동","2***","8m미만","20.00","전세","202508","23","5,000","0","2019","장구봉로143번길","202509~202709","신규","-","","","단독다가구"
"981","충청북도 청주시 흥덕구 복대동","2***","12m미만","52.47","월세","202508","23","2,000","65","2023","진재로55번길","202509~202709","신규","-","","","단독다가구"
"982","충청북도 청주시 흥덕구 복대동","1***","8m미만","20.00","월세","202508","23","200","30","2010","내수동로34번길","202508~202608","신규","-","","","단독다가구"
"983","충청북도 청주시 흥덕구 복대동","2***","12m미만","24.00","월세","202508","23","200","30","2000","증안로90번길","202508~202608","신규","-","","","단독다가구"
"984","충청북도 청주시 흥덕구 복대동","2*","12m미만","18.00","월세","202508","23","500","53","2025","복대로200번길","202508~202608","신규","-","","","단독다가구"
"985","충청북도 청주시 흥덕구 복대동","1**","8m미만","30.00","월세","202508","23","500","50","2024","신율로179번길","202508~202608","신규","-","","","단독다가구"
"986","충청북도 청주시 흥덕구 복대동","1***","25m미만","25.00","전세","202508","23","5,000","0","2021","성봉로","202508~202801","신규","-","","","단독다가구"
"987","충청북도 청주시 흥덕구 복대동","1***","25m미만","20.00","전세","202508","23","3,000","0","2014","성봉로275번길","202508~202708","신규","-","","","단독다가구"
"988","충청북도 청주시 흥덕구 복대동","1**","12m미만","20.00","월세","202508","23","500","49","2025","가로수로1346번길","202508~202608","신규","-","","","단독다가구"
"989","충청북도 청주시 흥덕구 복대동","1**","8m미만","66.00","월세","202508","23","100","45","2003","내수동로34번길","202508~202608","신규","-","","","단독다가구"
"990","충청북도 청주시 흥덕구 가경동","1***","12m미만","50.00","전세","202508","23","3,500","0","1995","풍년로194번길","202509~202708","신규","-","","","단독다가구"
"991","충청북도 청주시 흥덕구 가경동","2***","8m미만","79.02","전세","202508","23","8,000","0","2012","서현중로32번길","202510~202710","신규","-","","","단독다가구"
"992","충청북도 청주시 흥덕구 가경동","1***","25m미만","32.28","전세","202508","23","7,000","0","2010","서현서로25번길","202509~202709","신규","-","","","단독다가구"
"993","충청북도 청주시 흥덕구 송절동","7**","12m미만","19.80","월세","202508","22","300","46","2018","송화로166번길","202508~202608","신규","-","","","단독다가구"
"994","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","25.89","월세","202508","22","500","55","2023","봉산1길","202509~202608","신규","-","","","단독다가구"
"995","충청북도 청주시 흥덕구 오송읍 봉산리","9**","12m미만","31.03","월세","202508","22","500","60","2021","봉산3길","202509~202609","신규","-","","","단독다가구"
"996","충청북도 청주시 흥덕구 비하동","7**","12m미만","36.36","월세","202508","22","300","38","2002","비하로52번길","202508~202608","신규","-","","","단독다가구"
"997","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","41.28","월세","202508","22","1,000","65","2020","봉산2길","202508~202608","신규","-","","","단독다가구"
