"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 흥덕구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3357","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","46.00","월세","202503","28","1,000","65","2024","봉산3길","202503~202603","신규","-","","","단독다가구"
"3358","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","28.00","월세","202503","28","500","55","2020","오송생명12로","-","-","-","","","단독다가구"
"3359","충청북도 청주시 흥덕구 운천동","1***","12m미만","79.38","월세","202503","27","1,000","55","1990","흥덕로180번길","202504~202704","신규","-","","","단독다가구"
"3360","충청북도 청주시 흥덕구 오송읍 만수리","7**","12m미만","29.75","전세","202503","27","9,000","0","2011","만수길","202503~202703","신규","-","","","단독다가구"
"3361","충청북도 청주시 흥덕구 비하동","6**","12m미만","25.00","월세","202503","27","300","45","2013","청향로","202503~202603","신규","-","","","단독다가구"
"3362","충청북도 청주시 흥덕구 복대동","1***","12m미만","79.80","월세","202503","27","500","48","","복대로164번길","202504~202704","신규","-","","","단독다가구"
"3363","충청북도 청주시 흥덕구 가경동","1***","12m미만","30.00","월세","202503","27","300","40","2011","서현서로29번길","202504~202604","신규","-","","","단독다가구"
"3364","충청북도 청주시 흥덕구 가경동","1***","12m미만","48.39","전세","202503","27","7,000","0","2010","서현중로27번길","202505~202705","신규","-","","","단독다가구"
"3365","충청북도 청주시 흥덕구 봉명동","1***","12m미만","28.00","월세","202503","26","200","43","2012","과상미로","202504~202604","신규","-","","","단독다가구"
"3366","충청북도 청주시 흥덕구 봉명동","9**","12m미만","60.00","전세","202503","26","11,500","0","2018","봉명로205번길","202504~202704","신규","-","","","단독다가구"
"3367","충청북도 청주시 흥덕구 가경동","1***","12m미만","40.00","월세","202503","26","1,000","45","2011","서현중로35번길","202504~202704","신규","-","","","단독다가구"
"3368","충청북도 청주시 흥덕구 비하동","6**","8m미만","25.00","월세","202503","26","200","30","2019","청향로24번길","202503~202603","신규","-","","","단독다가구"
"3369","충청북도 청주시 흥덕구 오송읍 궁평리","2**","8m미만","50.00","월세","202503","26","500","50","","궁평길","202504~202604","신규","-","","","단독다가구"
"3370","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","30.01","월세","202503","26","2,500","50","2021","봉산1길","202504~202604","신규","-","","","단독다가구"
"3371","충청북도 청주시 흥덕구 가경동","2***","12m미만","23.00","월세","202503","26","500","30","2010","서현중로28번길","202503~202603","신규","-","","","단독다가구"
"3372","충청북도 청주시 흥덕구 오송읍 봉산리","9**","12m미만","28.36","월세","202503","25","300","47","2023","봉산3길","202504~202603","신규","-","","","단독다가구"
"3373","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","28.60","월세","202503","25","1,000","63","2020","오송생명12로","202504~202603","신규","-","","","단독다가구"
"3374","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","58.58","월세","202503","25","2,000","80","2021","봉산3길","202504~202604","신규","-","","","단독다가구"
"3375","충청북도 청주시 흥덕구 복대동","8**","12m미만","26.44","월세","202503","25","200","35","2012","풍산로127번길","202503~202603","신규","-","","","단독다가구"
"3376","충청북도 청주시 흥덕구 복대동","8**","12m미만","25.00","월세","202503","25","300","27","2021","월명로13번길","202503~202603","신규","-","","","단독다가구"
"3377","충청북도 청주시 흥덕구 비하동","6**","8m미만","33.06","월세","202503","25","300","40","2019","청향로34번길","202503~202603","신규","-","","","단독다가구"
"3378","충청북도 청주시 흥덕구 비하동","3**","8m미만","138.12","전세","202503","25","12,000","0","2013","2순환로","202504~202704","신규","-","","","단독다가구"
"3379","충청북도 청주시 흥덕구 복대동","1***","8m미만","40.00","월세","202503","25","300","30","1991","복대로146번길","202503~202703","신규","-","","","단독다가구"
"3380","충청북도 청주시 흥덕구 송절동","6**","12m미만","20.00","월세","202503","25","300","50","2018","송화로116번길","202503~202603","신규","-","","","단독다가구"
"3381","충청북도 청주시 흥덕구 비하동","5*","8m미만","42.97","월세","202503","25","0","30","2013","비하로","202503~202603","신규","-","","","단독다가구"
"3382","충청북도 청주시 흥덕구 봉명동","8**","12m미만","45.00","월세","202503","25","200","56","2018","봉명로191번길","202503~202603","신규","-","","","단독다가구"
"3383","충청북도 청주시 흥덕구 봉명동","1***","8m미만","59.00","월세","202503","25","500","53","2008","사직대로81번길","202504~202604","신규","-","","","단독다가구"
"3384","충청북도 청주시 흥덕구 봉명동","9**","8m미만","65.00","전세","202503","25","15,000","0","1986","봉명로177번길","202503~202703","신규","-","","","단독다가구"
"3385","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","32.90","월세","202503","25","1,000","57","2025","봉산1길","202503~202703","신규","-","","","단독다가구"
"3386","충청북도 청주시 흥덕구 봉명동","6**","8m미만","49.58","전세","202503","24","10,000","0","2018","직지대로667번길","202505~202705","신규","-","","","단독다가구"
"3387","충청북도 청주시 흥덕구 봉명동","7**","8m미만","26.44","월세","202503","24","500","50","2023","직지대로681번길","202504~202604","신규","-","","","단독다가구"
"3388","충청북도 청주시 흥덕구 복대동","2***","8m미만","105.61","전세","202503","24","11,000","0","1992","신율로111번길","202504~202704","신규","-","","","단독다가구"
"3389","충청북도 청주시 흥덕구 오송읍 봉산리","8**","25m미만","21.10","월세","202503","24","300","50","2022","오송생명13로","202503~202603","신규","-","","","단독다가구"
"3390","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","48.15","월세","202503","24","1,000","62","2023","봉산1길","202504~202704","신규","-","","","단독다가구"
"3391","충청북도 청주시 흥덕구 오송읍 만수리","6**","12m미만","30.00","월세","202503","24","300","35","2010","만수1길","202503~202603","신규","-","","","단독다가구"
"3392","충청북도 청주시 흥덕구 오송읍 봉산리","8**","25m미만","21.10","월세","202503","24","300","50","2022","오송생명13로","202503~202603","신규","-","","","단독다가구"
"3393","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","139.33","월세","202503","24","2,000","115","2022","봉산3길","202504~202704","신규","-","","","단독다가구"
"3394","충청북도 청주시 흥덕구 봉명동","2***","12m미만","49.00","월세","202503","24","1,000","65","","덕암로6번길","202503~202603","신규","-","","","단독다가구"
"3395","충청북도 청주시 흥덕구 봉명동","5**","12m미만","38.50","전세","202503","24","4,000","0","1990","1순환로523번길","202503~202703","신규","-","","","단독다가구"
"3396","충청북도 청주시 흥덕구 봉명동","2***","12m미만","49.58","전세","202503","24","7,000","0","2007","덕암로71번길","202503~202703","신규","-","","","단독다가구"
"3397","충청북도 청주시 흥덕구 봉명동","1***","25m미만","40.00","월세","202503","23","300","50","","백봉로","202503~202603","신규","-","","","단독다가구"
"3398","충청북도 청주시 흥덕구 복대동","3***","12m미만","25.00","전세","202503","23","4,500","0","2007","대신로67번길","202505~202705","신규","-","","","단독다가구"
"3399","충청북도 청주시 흥덕구 비하동","1**","8m미만","60.00","월세","202503","23","500","55","2002","비하로45번길","202503~202603","신규","-","","","단독다가구"
"3400","충청북도 청주시 흥덕구 가경동","6**","8m미만","50.40","월세","202503","23","1,000","100","2004","서현로52번길","202504~202607","신규","-","","","단독다가구"
"3401","충청북도 청주시 흥덕구 봉명동","1***","8m미만","116.90","월세","202503","23","1,000","105","","과상미로17번길","202504~202604","신규","-","","","단독다가구"
"3402","충청북도 청주시 흥덕구 봉명동","1***","12m미만","25.00","월세","202503","23","100","30","2001","천석로66번길","202503~202603","신규","-","","","단독다가구"
"3403","충청북도 청주시 흥덕구 봉명동","2***","12m미만","59.50","전세","202503","23","12,000","0","2016","덕암로114번길","202504~202704","신규","-","","","단독다가구"
"3404","충청북도 청주시 흥덕구 봉명동","2***","25m미만","53.95","전세","202503","23","14,000","0","2022","덕암로47번길","202504~202704","신규","-","","","단독다가구"
"3405","충청북도 청주시 흥덕구 봉명동","2***","12m미만","26.44","월세","202503","23","300","40","2016","덕암로6번길","202503~202603","신규","-","","","단독다가구"
"3406","충청북도 청주시 흥덕구 오송읍 봉산리","7**","12m미만","45.31","월세","202503","23","1,000","75","2021","오송생명12로","202504~202507","신규","-","","","단독다가구"
"3407","충청북도 청주시 흥덕구 오송읍 만수리","6**","12m미만","122.18","전세","202503","22","14,000","0","2009","만수1길","202506~202706","신규","-","","","단독다가구"
"3408","충청북도 청주시 흥덕구 강내면 월탄리","9*","8m미만","33.00","월세","202503","22","2,000","30","2020","월탄1길","-","-","-","","","단독다가구"
"3409","충청북도 청주시 흥덕구 복대동","3*","8m미만","25.00","월세","202503","22","500","40","2022","가로수로1337번길","202504~202603","신규","-","","","단독다가구"
"3410","충청북도 청주시 흥덕구 가경동","2***","8m미만","58.36","월세","202503","22","500","60","2011","서현중로32번길","202504~202604","신규","-","","","단독다가구"
"3411","충청북도 청주시 흥덕구 복대동","1*","8m미만","26.40","월세","202503","22","5,000","25","2025","복대로209번길","202503~202603","신규","-","","","단독다가구"
"3412","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","33.00","월세","202503","22","1,000","70","2025","봉산2길","202503~202603","신규","-","","","단독다가구"
"3413","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","19.08","월세","202503","22","300","42","2021","봉산1길","202503~202603","신규","-","","","단독다가구"
"3414","충청북도 청주시 흥덕구 봉명동","2***","12m미만","44.46","월세","202503","21","1,000","40","2017","덕암로71번길","202503~202603","신규","-","","","단독다가구"
"3415","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","56.16","월세","202503","21","1,000","80","2022","오송생명8로","202504~202603","신규","-","","","단독다가구"
"3416","충청북도 청주시 흥덕구 비하동","6**","8m미만","68.13","전세","202503","21","10,000","0","1989","청향로30번길","202505~202705","신규","-","","","단독다가구"
"3417","충청북도 청주시 흥덕구 비하동","3*","25m미만","41.00","월세","202503","21","500","60","2017","비하로15번길","202503~202603","신규","-","","","단독다가구"
"3418","충청북도 청주시 흥덕구 비하동","6**","8m미만","68.13","전세","202503","21","10,000","0","1989","청향로30번길","202505~202705","신규","-","","","단독다가구"
"3419","충청북도 청주시 흥덕구 송절동","7**","12m미만","30.46","월세","202503","21","500","80","2022","송화로166번길","202501~202601","갱신","-","300","65","단독다가구"
"3420","충청북도 청주시 흥덕구 오송읍 궁평리","2**","8m미만","50.00","월세","202503","21","300","50","2025","궁평길","202504~202704","신규","-","","","단독다가구"
"3421","충청북도 청주시 흥덕구 가경동","1***","12m미만","30.00","월세","202503","21","300","30","2015","풍산로47번길","202504~202612","신규","-","","","단독다가구"
"3422","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","29.00","월세","202503","21","1,000","58","2025","봉산1길","-","-","-","","","단독다가구"
"3423","충청북도 청주시 흥덕구 복대동","1*","8m미만","20.00","전세","202503","21","7,000","0","2025","복대로209번길","202504~202704","신규","-","","","단독다가구"
"3424","충청북도 청주시 흥덕구 봉명동","1***","8m미만","35.00","전세","202503","21","4,000","0","2008","1순환로625번길","202504~202704","신규","-","","","단독다가구"
"3425","충청북도 청주시 흥덕구 송절동","7**","12m미만","28.26","월세","202503","21","300","55","2017","원터로","202503~202603","신규","-","","","단독다가구"
"3426","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","34.17","월세","202503","21","1,000","65","2024","오송생명12로","202503~202603","신규","-","","","단독다가구"
"3427","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","40.48","월세","202503","21","500","45","2022","오송생명14로","202503~202603","신규","-","","","단독다가구"
"3428","충청북도 청주시 흥덕구 봉명동","6**","8m미만","26.00","월세","202503","21","200","50","","1순환로549번길","202503~202509","신규","-","","","단독다가구"
"3429","충청북도 청주시 흥덕구 봉명동","6**","12m미만","33.05","월세","202503","21","2,000","31","2015","직지대로667번길","202503~202603","신규","-","","","단독다가구"
"3430","충청북도 청주시 흥덕구 봉명동","8**","8m미만","20.00","월세","202503","20","300","40","2017","봉명로177번길","202503~202603","신규","-","","","단독다가구"
"3431","충청북도 청주시 흥덕구 봉명동","2***","12m미만","42.90","전세","202503","20","8,500","0","2017","덕암로35번길","202504~202704","신규","-","","","단독다가구"
"3432","충청북도 청주시 흥덕구 송절동","6**","25m이상","18.84","월세","202503","20","300","50","2019","송화로","202504~202604","신규","-","","","단독다가구"
"3433","충청북도 청주시 흥덕구 송절동","6**","12m미만","89.71","월세","202503","20","1,500","120","2019","송화로116번길","202503~202703","신규","-","","","단독다가구"
"3434","충청북도 청주시 흥덕구 봉명동","1***","25m미만","156.30","전세","202503","20","18,000","0","1994","백봉로","202504~202704","신규","-","","","단독다가구"
"3435","충청북도 청주시 흥덕구 봉명동","8**","12m미만","30.00","전세","202503","20","3,000","0","2013","봉명로233번길","202504~202704","신규","-","","","단독다가구"
"3436","충청북도 청주시 흥덕구 봉명동","2**","8m미만","36.30","전세","202503","20","6,000","0","2015","직지대로620번길","202503~202703","신규","-","","","단독다가구"
"3437","충청북도 청주시 흥덕구 봉명동","2***","25m미만","49.58","전세","202503","20","6,000","0","2010","덕암로","202504~202704","신규","-","","","단독다가구"
"3438","충청북도 청주시 흥덕구 봉명동","8**","12m미만","39.66","월세","202503","20","500","45","2018","천석로","202503~202603","신규","-","","","단독다가구"
"3439","충청북도 청주시 흥덕구 봉명동","2**","12m미만","40.00","월세","202503","20","300","48","2009","1순환로594번길","202503~202603","신규","-","","","단독다가구"
"3440","충청북도 청주시 흥덕구 봉명동","2***","12m미만","40.00","전세","202503","20","4,000","0","2008","덕암로97번길","202504~202704","신규","-","","","단독다가구"
"3441","충청북도 청주시 흥덕구 복대동","2***","12m미만","60.00","월세","202503","20","1,000","70","2001","증안로34번길","202504~202604","신규","-","","","단독다가구"
"3442","충청북도 청주시 흥덕구 오송읍 만수리","2**","12m미만","97.32","전세","202503","20","12,500","0","2014","오송가락로","202506~202706","신규","-","","","단독다가구"
"3443","충청북도 청주시 흥덕구 가경동","1***","25m미만","28.00","월세","202503","20","100","25","1995","가경로","202503~202603","신규","-","","","단독다가구"
"3444","충청북도 청주시 흥덕구 복대동","1***","25m미만","25.00","월세","202503","20","1,000","53","2014","신율로153번길","202503~202603","신규","-","","","단독다가구"
"3445","충청북도 청주시 흥덕구 복대동","1***","25m미만","26.40","월세","202503","20","100","32","2011","성봉로275번길","202502~202602","갱신","사용","100","32","단독다가구"
"3446","충청북도 청주시 흥덕구 오송읍 만수리","5**","25m미만","28.00","월세","202503","20","200","40","2010","만수길","202503~202603","신규","-","","","단독다가구"
"3447","충청북도 청주시 흥덕구 복대동","2***","12m미만","26.40","월세","202503","20","200","38","2002","짐대로46번길","202503~202603","신규","-","","","단독다가구"
"3448","충청북도 청주시 흥덕구 복대동","1***","8m미만","36.12","월세","202503","20","500","55","1990","복대로158번길","202503~202603","신규","-","","","단독다가구"
"3449","충청북도 청주시 흥덕구 강내면 월곡리","2**","8m미만","25.00","전세","202503","20","2,500","0","2002","월곡길","202503~202603","신규","-","","","단독다가구"
"3450","충청북도 청주시 흥덕구 복대동","2***","12m미만","26.40","월세","202503","20","100","40","2001","진재로27번길","202503~202603","신규","-","","","단독다가구"
"3451","충청북도 청주시 흥덕구 복대동","1***","25m미만","26.40","월세","202503","20","100","32","2011","성봉로275번길","202502~202601","갱신","사용","100","32","단독다가구"
"3452","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","46.02","월세","202503","20","1,000","70","2021","봉산3길","202503~202603","신규","-","","","단독다가구"
"3453","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","29.97","월세","202503","19","0","60","2019","봉산1길","202504~202604","갱신","사용","0","60","단독다가구"
"3454","충청북도 청주시 흥덕구 봉명동","2**","8m미만","27.00","월세","202503","19","300","40","2012","1순환로608번길","202503~202603","신규","-","","","단독다가구"
"3455","충청북도 청주시 흥덕구 복대동","3***","12m미만","92.44","전세","202503","19","11,000","0","2003","죽천로","202504~202704","신규","-","","","단독다가구"
"3456","충청북도 청주시 흥덕구 강서동","3*","12m미만","30.31","월세","202503","19","200","30","2011","가로수로1154번길","202503~202603","신규","-","","","단독다가구"
"3457","충청북도 청주시 흥덕구 복대동","1***","8m미만","35.00","월세","202503","19","300","35","1991","풍산로148번길","202503~202703","신규","-","","","단독다가구"
"3458","충청북도 청주시 흥덕구 봉명동","2***","12m미만","33.00","월세","202503","19","500","55","2018","덕암로35번길","202503~202603","신규","-","","","단독다가구"
"3459","충청북도 청주시 흥덕구 가경동","1***","12m미만","40.00","월세","202503","19","500","50","2011","서현중로19번길","202503~202603","신규","-","","","단독다가구"
"3460","충청북도 청주시 흥덕구 가경동","1***","8m미만","37.21","월세","202503","19","500","41","2010","서현중로31번길","202503~202603","신규","-","","","단독다가구"
"3461","충청북도 청주시 흥덕구 비하동","1**","12m미만","25.50","월세","202503","19","200","35","2003","비하로63번길","202503~202603","신규","-","","","단독다가구"
"3462","충청북도 청주시 흥덕구 비하동","6**","8m미만","27.31","전세","202503","19","3,000","0","2012","청향로14번길","202503~202703","신규","-","","","단독다가구"
"3463","충청북도 청주시 흥덕구 송절동","6**","12m미만","24.57","월세","202503","18","500","55","2023","송화로116번길","202503~202603","신규","-","","","단독다가구"
"3464","충청북도 청주시 흥덕구 가경동","1***","12m미만","48.50","월세","202503","18","500","47","1994","풍산로33번길","202503~202603","신규","-","","","단독다가구"
"3465","충청북도 청주시 흥덕구 가경동","2***","8m미만","35.21","월세","202503","18","300","40","2009","서현중로24번길","202503~202603","신규","-","","","단독다가구"
"3466","충청북도 청주시 흥덕구 가경동","1***","12m미만","45.00","월세","202503","18","1,000","32","2010","서현중로23번길","202504~202704","신규","-","","","단독다가구"
"3467","충청북도 청주시 흥덕구 봉명동","9**","12m미만","30.00","월세","202503","18","300","50","","봉명로177번길","202503~202603","신규","-","","","단독다가구"
"3468","충청북도 청주시 흥덕구 봉명동","2***","25m미만","35.00","전세","202503","18","6,000","0","2014","월명로178번길","-","-","-","","","단독다가구"
"3469","충청북도 청주시 흥덕구 봉명동","2**","8m미만","60.00","전세","202503","18","6,000","0","2018","1순환로608번길","202504~202704","갱신","-","6,000","0","단독다가구"
"3470","충청북도 청주시 흥덕구 봉명동","9**","12m미만","37.11","월세","202503","18","600","56","2019","봉명로177번길","202503~202603","신규","-","","","단독다가구"
"3471","충청북도 청주시 흥덕구 오송읍 봉산리","7**","25m미만","20.20","월세","202503","18","300","50","","오송생명12로","202503~202603","신규","-","","","단독다가구"
"3472","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","19.53","월세","202503","18","300","50","2019","봉산1길","202503~202603","신규","-","","","단독다가구"
"3473","충청북도 청주시 흥덕구 오송읍 봉산리","9**","12m미만","28.93","월세","202503","18","4,500","35","2022","봉산3길","202503~202603","신규","-","","","단독다가구"
"3474","충청북도 청주시 흥덕구 복대동","2***","12m미만","24.51","월세","202503","18","200","30","2000","진재로48번길","202504~202604","신규","-","","","단독다가구"
"3475","충청북도 청주시 흥덕구 복대동","2***","8m미만","70.00","월세","202503","18","200","36","1992","풍산로106번길","202504~202704","신규","-","","","단독다가구"
"3476","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","48.00","월세","202503","18","1,000","85","2025","봉산2길","202503~202603","신규","-","","","단독다가구"
"3477","충청북도 청주시 흥덕구 복대동","2***","12m미만","36.37","월세","202503","17","500","35","2000","진재로47번길","202503~202603","신규","-","","","단독다가구"
"3478","충청북도 청주시 흥덕구 송절동","7**","12m미만","25.00","월세","202503","17","300","55","2017","원터로","202503~202703","신규","-","","","단독다가구"
"3479","충청북도 청주시 흥덕구 오송읍 만수리","5**","12m미만","45.00","전세","202503","17","8,000","0","2018","만수길","202503~202703","신규","-","","","단독다가구"
"3480","충청북도 청주시 흥덕구 봉명동","1**","12m미만","23.00","월세","202503","17","300","35","2016","1순환로570번길","202503~202603","신규","-","","","단독다가구"
"3481","충청북도 청주시 흥덕구 가경동","1***","12m미만","37.21","전세","202503","17","6,000","0","2010","서현중로27번길","202504~202704","신규","-","","","단독다가구"
"3482","충청북도 청주시 흥덕구 봉명동","2***","12m미만","56.34","월세","202503","17","50","17","2013","송절로124번길","202503~202706","신규","-","","","단독다가구"
"3483","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","22.36","월세","202503","17","300","45","","봉산2길","202503~202603","신규","-","","","단독다가구"
"3484","충청북도 청주시 흥덕구 가경동","1***","25m미만","52.75","전세","202503","17","7,500","0","2008","서경로28번길","202504~202704","갱신","-","7,500","0","단독다가구"
"3485","충청북도 청주시 흥덕구 복대동","3***","12m미만","30.00","월세","202503","17","300","35","2011","죽천로131번길","202504~202604","신규","-","","","단독다가구"
"3486","충청북도 청주시 흥덕구 복대동","2***","25m미만","32.14","월세","202503","17","200","55","2002","짐대로","202503~202603","신규","-","","","단독다가구"
"3487","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","39.00","월세","202503","17","500","60","","봉산1길","202503~202603","신규","-","","","단독다가구"
"3488","충청북도 청주시 흥덕구 봉명동","2**","25m미만","30.00","월세","202503","16","300","55","2015","봉명로","202503~202603","갱신","사용","300","55","단독다가구"
"3489","충청북도 청주시 흥덕구 오송읍 만수리","7**","12m미만","50.00","월세","202503","16","300","70","2015","만수길","202503~202603","신규","-","","","단독다가구"
"3490","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","57.99","월세","202503","16","2,000","78","2022","봉산1길","202503~202603","신규","-","","","단독다가구"
"3491","충청북도 청주시 흥덕구 복대동","2**","8m미만","25.00","월세","202503","16","50","17","1989","복대로229번길","202503~202603","신규","-","","","단독다가구"
"3492","충청북도 청주시 흥덕구 복대동","1**","12m미만","88.77","월세","202503","16","1,500","55","1996","가로수로1346번길","202504~202704","신규","-","","","단독다가구"
"3493","충청북도 청주시 흥덕구 운천동","1***","8m미만","55.41","월세","202503","16","500","62","1988","직지대로757번길","202504~202704","신규","-","","","단독다가구"
"3494","충청북도 청주시 흥덕구 강내면 월탄리","8*","8m미만","20.00","전세","202503","16","4,000","0","2014","월탄3길","202503~202703","신규","-","","","단독다가구"
"3495","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","42.97","전세","202503","15","8,925","0","2021","봉산1길","202506~202706","갱신","사용","8,500","0","단독다가구"
"3496","충청북도 청주시 흥덕구 가경동","1***","25m미만","64.20","월세","202503","15","1,000","45","2005","서경로","202509~202709","신규","-","","","단독다가구"
"3497","충청북도 청주시 흥덕구 가경동","4**","8m미만","50.00","월세","202503","15","1,000","60","2009","경산로43번길","202503~202703","신규","-","","","단독다가구"
"3498","충청북도 청주시 흥덕구 비하동","6**","12m미만","30.00","월세","202503","15","500","41","","청향로13번길","202503~202603","신규","-","","","단독다가구"
"3499","충청북도 청주시 흥덕구 복대동","2**","8m미만","28.09","월세","202503","15","50","15","1989","복대로229번길","202503~202603","신규","-","","","단독다가구"
"3500","충청북도 청주시 흥덕구 복대동","3***","12m미만","20.00","월세","202503","15","300","39","","죽천로131번길","202503~202603","신규","-","","","단독다가구"
"3501","충청북도 청주시 흥덕구 복대동","7**","25m미만","19.00","월세","202503","15","300","45","2020","풍산로127번길","202503~202603","신규","-","","","단독다가구"
"3502","충청북도 청주시 흥덕구 봉명동","2***","25m미만","27.52","월세","202503","15","2,000","52","2021","월명로","202503~202603","신규","-","","","단독다가구"
"3503","충청북도 청주시 흥덕구 봉명동","1***","8m미만","80.00","전세","202503","15","12,000","0","2008","사직대로81번길","202503~202703","신규","-","","","단독다가구"
"3504","충청북도 청주시 흥덕구 봉명동","2**","8m미만","21.23","월세","202503","15","500","52","2021","월명로34번길","202503~202603","신규","-","","","단독다가구"
"3505","충청북도 청주시 흥덕구 봉명동","2**","8m미만","29.70","월세","202503","15","300","24","2015","직지대로620번길","202503~202603","신규","-","","","단독다가구"
"3506","충청북도 청주시 흥덕구 봉명동","1***","8m미만","54.09","월세","202503","15","500","40","1986","천석로45번길","202503~202703","신규","-","","","단독다가구"
"3507","충청북도 청주시 흥덕구 오송읍 만수리","5**","12m미만","40.00","월세","202503","15","500","50","2010","만수길","202503~202603","신규","-","","","단독다가구"
"3508","충청북도 청주시 흥덕구 오송읍 만수리","6**","12m미만","40.00","월세","202503","15","500","68","2011","만수1길","202503~202603","신규","-","","","단독다가구"
"3509","충청북도 청주시 흥덕구 봉명동","2***","12m미만","30.00","월세","202503","14","300","40","2012","덕암로24번길","202503~202603","신규","-","","","단독다가구"
"3510","충청북도 청주시 흥덕구 강서동","2*","8m미만","28.56","월세","202503","14","500","55","2019","가로수로1164번길","202503~202603","신규","-","","","단독다가구"
"3511","충청북도 청주시 흥덕구 오송읍 만수리","6**","12m미만","29.75","월세","202503","14","200","40","2010","만수길","202503~202603","신규","-","","","단독다가구"
"3512","충청북도 청주시 흥덕구 비하동","6**","8m미만","19.83","전세","202503","14","3,500","0","2019","청향로24번길","202504~202610","신규","-","","","단독다가구"
"3513","충청북도 청주시 흥덕구 복대동","8**","8m미만","30.00","월세","202503","14","500","51","2025","월명로13번길","202503~202603","신규","-","","","단독다가구"
"3514","충청북도 청주시 흥덕구 운천동","1***","12m미만","26.44","월세","202503","14","100","15","1988","흥덕로172번길","202503~202603","신규","-","","","단독다가구"
"3515","충청북도 청주시 흥덕구 오송읍 연제리","8**","12m미만","50.00","월세","202503","14","500","55","2016","연제길","202503~202603","신규","-","","","단독다가구"
"3516","충청북도 청주시 흥덕구 봉명동","2**","8m미만","26.44","월세","202503","14","150","30","2003","직지대로620번길","202503~202603","신규","-","","","단독다가구"
"3517","충청북도 청주시 흥덕구 가경동","1***","25m미만","54.00","전세","202503","14","5,000","0","1998","장구봉로","202504~202704","신규","-","","","단독다가구"
"3518","충청북도 청주시 흥덕구 비하동","6**","8m미만","19.83","전세","202503","14","4,000","0","2019","청향로24번길","202504~202610","신규","-","","","단독다가구"
"3519","충청북도 청주시 흥덕구 가경동","1***","12m미만","45.00","월세","202503","14","500","46","2009","서현중로23번길","202503~202603","신규","-","","","단독다가구"
"3520","충청북도 청주시 흥덕구 송절동","7**","12m미만","20.00","월세","202503","14","300","55","2018","송화로166번길","202503~202603","신규","-","","","단독다가구"
"3521","충청북도 청주시 흥덕구 송절동","6**","25m이상","20.83","월세","202503","14","300","55","2020","송화로","202504~202604","신규","-","","","단독다가구"
"3522","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","32.70","월세","202503","14","500","55","2023","봉산2길","202503~202603","신규","-","","","단독다가구"
"3523","충청북도 청주시 흥덕구 가경동","4**","25m미만","24.81","월세","202503","13","300","30","2009","가경로127번길","202503~202603","신규","-","","","단독다가구"
"3524","충청북도 청주시 흥덕구 가경동","1***","25m미만","55.00","전세","202503","13","8,500","0","2010","서현서로21번길","202503~202703","신규","-","","","단독다가구"
